DAYS_PK,YEAR,MONTH,NUM_WD,NUM_WE,REMARKS,SYS_CREATE_TIME,SYS_MODIFY_TIME,LOAD_TABLE,LOAD_DATETIME,LOAD_USER
11847,2020,3,22,9,NULL,NULL,"2020-01-15 00:00:00",g_days,"2021-03-17 08:22:02",data_loader
11848,2020,4,22,8,NULL,NULL,"2020-01-15 00:00:00",g_days,"2021-03-17 08:22:02",data_loader
11849,2020,5,21,10,NULL,NULL,"2020-01-15 00:00:00",g_days,"2021-03-17 08:22:02",data_loader
11850,2020,6,22,8,NULL,NULL,"2020-01-15 00:00:00",g_days,"2021-03-17 08:22:02",data_loader
11851,2020,7,23,8,NULL,NULL,"2020-01-15 00:00:00",g_days,"2021-03-17 08:22:02",data_loader
11852,2020,8,21,10,NULL,NULL,"2020-01-15 00:00:00",g_days,"2021-03-17 08:22:02",data_loader
11853,2020,9,22,8,NULL,NULL,"2020-01-15 00:00:00",g_days,"2021-03-17 08:22:02",data_loader
11854,2020,10,22,9,NULL,NULL,"2020-01-15 00:00:00",g_days,"2021-03-17 08:22:02",data_loader
11855,2020,11,21,9,NULL,NULL,"2020-01-15 00:00:00",g_days,"2021-03-17 08:22:02",data_loader
11856,2020,12,23,8,NULL,NULL,"2020-01-15 00:00:00",g_days,"2021-03-17 08:22:02",data_loader
